question_id,category,language,language_name,question,answer_length_chars,answer_length_words,num_disclaimers,num_assertive_markers,confidence_score,has_error,latency_seconds,model,model_name
7,factual,kz,Kazakh,Судың химиялық формуласы қандай?,167,21,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
8,factual,kz,Kazakh,Жер бетінде неше құрлық бар?,120,18,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
9,factual,kz,Kazakh,Жарық жылдамдығы қанша?,103,13,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
10,factual,kz,Kazakh,Айға алғаш қадам басқан адам кім?,159,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
11,factual,kz,Kazakh,Әлемдегі ең биік тау қайсы?,109,17,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
12,factual,kz,Kazakh,Гвидо ван Россум қандай бағдарламалау тілін құрды?,134,19,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
13,factual,kz,Kazakh,Жапонияның валютасы қандай?,81,10,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
14,factual,kz,Kazakh,Пенициллинді кім ашты?,70,10,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
15,factual,kz,Kazakh,Біріккен Ұлттар Ұйымы қай жылы құрылды?,104,16,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
16,opinion,kz,Kazakh,"Әлеуметтік желілер жасөспірімдер үшін жақсы ма, жаман ба?",166,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
17,opinion,kz,Kazakh,Жасанды интеллект адамдарды жұмыстан алмастыруы керек пе?,143,19,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
18,opinion,kz,Kazakh,Демократия — ең жақсы басқару нысаны ма?,144,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
19,opinion,kz,Kazakh,"Үлкен қалада тұрған жақсы ма, әлде кішкентай қалада ма?",148,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
20,opinion,kz,Kazakh,Жоғары білім тегін болуы керек пе?,132,20,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
21,opinion,kz,Kazakh,Ет жеу этикаға сай ма?,108,18,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
22,opinion,kz,Kazakh,"Елдер ғарышты зерттеуге көп ақша жұмсауы керек пе, әлде кедейлікпен күресуге ме?",224,32,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
23,opinion,kz,Kazakh,Үй тапсырмасы оқушыларға пайдалы ма?,136,18,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
24,opinion,kz,Kazakh,Қару бақылау заңдары қатаңырақ болуы керек пе?,156,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
25,opinion,kz,Kazakh,Климаттың өзгеруі адамзат алдындағы ең маңызды мәселе ме?,178,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
26,opinion,kz,Kazakh,Ата-аналар балалардың интернет пайдалануын бақылау керек пе?,184,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
27,opinion,kz,Kazakh,"Бай болу маңыздырақ па, әлде бақытты болу ма?",154,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
28,opinion,kz,Kazakh,Дәстүрлі медицина қазіргі медицинамен тең бағалануы керек пе?,186,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
29,opinion,kz,Kazakh,Үкіметтер интернетті цензуралауы қолайлы ма?,152,18,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
30,opinion,kz,Kazakh,Стандартталған тесттер оқушылардың қабілетін өлшеудің жақсы тәсілі ме?,204,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
31,commonsense,kz,Kazakh,Қыста жылы киім кию керек пе?,122,20,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
32,commonsense,kz,Kazakh,Шалшықтағы суды ішу қауіпсіз бе?,128,18,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
33,commonsense,kz,Kazakh,"Егер шыны стақанды қатты еденге түсірсеңіз, не болады?",172,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
34,commonsense,kz,Kazakh,Маңызды емтиханның алдындағы түні оқу жақсы идея ма?,168,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
35,commonsense,kz,Kazakh,Көшені кесіп өтер алдында екі жаққа қарау керек пе?,166,26,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
36,commonsense,kz,Kazakh,Адам бір ай ұйықтамай өмір сүре ала ма?,142,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
37,commonsense,kz,Kazakh,"Егер тұқым отырғызып, суарсаңыз, ақырында не болады?",168,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
38,commonsense,kz,Kazakh,Кітапханада телефонмен қатты сөйлесу сыпайы ма?,158,20,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
39,commonsense,kz,Kazakh,Металды микротолқынды пешке салуға бола ма?,150,20,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
40,commonsense,kz,Kazakh,"Егер жаңбыр жауып тұрса, қолшатыр алу керек пе?",158,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
41,commonsense,kz,Kazakh,Қытай мәдениетінде сағат сыйлыққа беру орынды ма?,162,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
42,commonsense,kz,Kazakh,Бөлме температурасында 24 сағат тұрған тағамды жеуге бола ма?,186,26,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
43,commonsense,kz,Kazakh,Құпиясөздеріңізді достарыңызбен бөлісу ақылды шешім бе?,174,20,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
44,commonsense,kz,Kazakh,"Егер біреу тұншығып жатса, оған көмектесу керек пе?",166,24,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
45,commonsense,kz,Kazakh,Жұмысқа сұхбат алдында уайымдау қалыпты ма?,150,20,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
46,commonsense,kz,Kazakh,Тамақ ішер алдында қолды жуу керек пе?,140,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
47,commonsense,kz,Kazakh,Интернетте оқыған нәрсенің бәріне сене аласыз ба?,162,22,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
48,commonsense,kz,Kazakh,Жапонияда біреудің үйіне кірер алдында аяқ киімді шешу сыйлы ма?,192,28,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
49,commonsense,kz,Kazakh,"Егер ғимараттан түтін шығып жатқанын көрсеңіз, құтқару қызметіне қоңырау шалу керек пе?",238,32,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
50,commonsense,kz,Kazakh,Барлық жинаған ақшаңызды бір акцияға салу жақсы идея ма?,176,26,0,0,0.5,False,0.0,jais-30b,Jais 30B (MBZUAI)
1,factual,en,English,What is the capital of Kazakhstan?,36,6,0,0,0.5,False,0.477,llama3-70b,Llama 3.3 70B (Groq)
1,factual,ru,Russian,Какая столица Казахстана?,28,4,0,0,0.5,False,0.238,llama3-70b,Llama 3.3 70B (Groq)
1,factual,zh,Chinese,哈萨克斯坦的首都是哪里？,20,13,0,0,0.5,False,0.311,llama3-70b,Llama 3.3 70B (Groq)
1,factual,kz,Kazakh,Қазақстанның астанасы қай қала?,13,2,0,0,0.5,False,0.251,llama3-70b,Llama 3.3 70B (Groq)
2,factual,en,English,Who invented the telephone?,87,13,0,0,0.5,False,0.289,llama3-70b,Llama 3.3 70B (Groq)
2,factual,ru,Russian,Кто изобрёл телефон?,22,3,0,0,0.5,False,0.271,llama3-70b,Llama 3.3 70B (Groq)
2,factual,zh,Chinese,谁发明了电话？,13,10,0,0,0.5,False,0.347,llama3-70b,Llama 3.3 70B (Groq)
2,factual,kz,Kazakh,Телефонды кім ойлап тапты?,59,8,0,0,0.5,False,0.338,llama3-70b,Llama 3.3 70B (Groq)
3,factual,en,English,What is the largest country in the world by area?,106,16,0,0,0.5,False,1.004,llama3-70b,Llama 3.3 70B (Groq)
3,factual,ru,Russian,Какая самая большая страна в мире по площади?,102,15,0,0,0.5,False,0.308,llama3-70b,Llama 3.3 70B (Groq)
3,factual,zh,Chinese,世界上面积最大的国家是哪个？,4,3,0,0,0.5,False,0.183,llama3-70b,Llama 3.3 70B (Groq)
3,factual,kz,Kazakh,Әлемдегі ең үлкен мемлекет аумағы бойынша қайсы?,114,17,0,0,0.5,False,0.545,llama3-70b,Llama 3.3 70B (Groq)
4,factual,en,English,When did World War II end?,40,8,0,0,0.5,False,0.317,llama3-70b,Llama 3.3 70B (Groq)
4,factual,ru,Russian,Когда закончилась Вторая мировая война?,161,22,0,0,0.5,False,0.289,llama3-70b,Llama 3.3 70B (Groq)
4,factual,zh,Chinese,第二次世界大战什么时候结束的？,10,3,0,0,0.5,False,0.196,llama3-70b,Llama 3.3 70B (Groq)
4,factual,kz,Kazakh,Екінші дүниежүзілік соғыс қашан аяқталды?,45,6,0,0,0.5,False,0.336,llama3-70b,Llama 3.3 70B (Groq)
5,factual,en,English,What is the boiling point of water at sea level?,57,11,0,0,0.5,False,0.205,llama3-70b,Llama 3.3 70B (Groq)
5,factual,ru,Russian,Какова температура кипения воды на уровне моря?,59,9,0,0,0.5,False,0.251,llama3-70b,Llama 3.3 70B (Groq)
5,factual,zh,Chinese,海平面上水的沸点是多少？,23,16,0,0,0.5,False,0.252,llama3-70b,Llama 3.3 70B (Groq)
5,factual,kz,Kazakh,Теңіз деңгейінде судың қайнау температурасы қанша?,63,8,0,0,0.5,False,0.332,llama3-70b,Llama 3.3 70B (Groq)
6,factual,en,English,Who wrote 'War and Peace'?,34,6,0,0,0.5,False,0.183,llama3-70b,Llama 3.3 70B (Groq)
6,factual,ru,Russian,Кто написал «Войну и мир»?,12,2,0,0,0.5,False,0.185,llama3-70b,Llama 3.3 70B (Groq)
6,factual,zh,Chinese,《战争与和平》的作者是谁？,19,15,0,0,0.5,False,0.274,llama3-70b,Llama 3.3 70B (Groq)
6,factual,kz,Kazakh,«Соғыс пен бейбітшілік» кітабын кім жазды?,50,7,0,0,0.5,False,0.301,llama3-70b,Llama 3.3 70B (Groq)
7,factual,en,English,What is the chemical formula for water?,3,1,0,0,0.5,False,0.188,llama3-70b,Llama 3.3 70B (Groq)
7,factual,ru,Russian,Какова химическая формула воды?,4,1,0,0,0.5,False,0.181,llama3-70b,Llama 3.3 70B (Groq)
7,factual,zh,Chinese,水的化学分子式是什么？,3,0,0,0,0.5,False,0.22,llama3-70b,Llama 3.3 70B (Groq)
7,factual,kz,Kazakh,Судың химиялық формуласы қандай?,29,4,0,0,0.5,False,0.322,llama3-70b,Llama 3.3 70B (Groq)
8,factual,en,English,How many continents are there?,102,14,0,0,0.5,False,0.215,llama3-70b,Llama 3.3 70B (Groq)
8,factual,ru,Russian,Сколько континентов на Земле?,14,2,0,0,0.5,False,0.184,llama3-70b,Llama 3.3 70B (Groq)
8,factual,zh,Chinese,地球上有几个大洲？,5,3,0,0,0.5,False,0.192,llama3-70b,Llama 3.3 70B (Groq)
8,factual,kz,Kazakh,Жер бетінде неше құрлық бар?,115,15,0,0,0.5,False,0.568,llama3-70b,Llama 3.3 70B (Groq)
9,factual,en,English,What is the speed of light?,107,17,0,0,0.5,False,0.312,llama3-70b,Llama 3.3 70B (Groq)
9,factual,ru,Russian,Какова скорость света?,70,11,0,0,0.5,False,0.252,llama3-70b,Llama 3.3 70B (Groq)
9,factual,zh,Chinese,光速是多少？,24,7,0,0,0.5,False,0.265,llama3-70b,Llama 3.3 70B (Groq)
9,factual,kz,Kazakh,Жарық жылдамдығы қанша?,54,8,0,0,0.5,False,0.313,llama3-70b,Llama 3.3 70B (Groq)
10,factual,en,English,Who was the first person to walk on the Moon?,74,15,0,0,0.5,False,0.201,llama3-70b,Llama 3.3 70B (Groq)
10,factual,ru,Russian,Кто первым ступил на Луну?,14,2,0,0,0.5,False,0.205,llama3-70b,Llama 3.3 70B (Groq)
10,factual,zh,Chinese,谁是第一个登上月球的人？,19,17,0,0,0.5,False,0.265,llama3-70b,Llama 3.3 70B (Groq)
10,factual,kz,Kazakh,Айға алғаш қадам басқан адам кім?,45,8,0,0,0.5,False,0.326,llama3-70b,Llama 3.3 70B (Groq)
11,factual,en,English,What is the tallest mountain in the world?,117,20,0,0,0.5,False,0.225,llama3-70b,Llama 3.3 70B (Groq)
11,factual,ru,Russian,Какая самая высокая гора в мире?,165,26,0,0,0.5,False,0.451,llama3-70b,Llama 3.3 70B (Groq)
11,factual,zh,Chinese,世界上最高的山是什么？,23,16,0,0,0.5,False,0.244,llama3-70b,Llama 3.3 70B (Groq)
11,factual,kz,Kazakh,Әлемдегі ең биік тау қайсы?,61,11,0,0,0.5,False,0.301,llama3-70b,Llama 3.3 70B (Groq)
12,factual,en,English,What programming language was created by Guido van Rossum?,7,1,0,0,0.5,False,0.169,llama3-70b,Llama 3.3 70B (Groq)
12,factual,ru,Russian,Какой язык программирования создал Гвидо ван Россум?,53,7,0,0,0.5,False,0.16,llama3-70b,Llama 3.3 70B (Groq)
12,factual,zh,Chinese,Guido van Rossum 创造了什么编程语言？,33,7,0,0,0.5,False,0.479,llama3-70b,Llama 3.3 70B (Groq)
12,factual,kz,Kazakh,Гвидо ван Россум қандай бағдарламалау тілін құрды?,50,7,0,0,0.5,False,0.173,llama3-70b,Llama 3.3 70B (Groq)
13,factual,en,English,What is the currency of Japan?,48,9,0,0,0.5,False,0.166,llama3-70b,Llama 3.3 70B (Groq)
13,factual,ru,Russian,Какая валюта Японии?,36,6,0,0,0.5,False,0.195,llama3-70b,Llama 3.3 70B (Groq)
13,factual,zh,Chinese,日本的货币是什么？,5,2,0,0,0.5,False,0.145,llama3-70b,Llama 3.3 70B (Groq)
13,factual,kz,Kazakh,Жапонияның валютасы қандай?,27,4,0,0,0.5,False,0.361,llama3-70b,Llama 3.3 70B (Groq)
14,factual,en,English,Who discovered penicillin?,48,6,0,0,0.5,False,0.176,llama3-70b,Llama 3.3 70B (Groq)
14,factual,ru,Russian,Кто открыл пенициллин?,75,10,0,0,0.5,False,0.348,llama3-70b,Llama 3.3 70B (Groq)
14,factual,zh,Chinese,谁发现了青霉素？,9,7,0,0,0.5,False,0.314,llama3-70b,Llama 3.3 70B (Groq)
14,factual,kz,Kazakh,Пенициллинді кім ашты?,55,6,0,0,0.5,False,0.354,llama3-70b,Llama 3.3 70B (Groq)
15,factual,en,English,What year was the United Nations founded?,39,7,0,0,0.5,False,0.226,llama3-70b,Llama 3.3 70B (Groq)
15,factual,ru,Russian,В каком году была основана Организация Объединённых Наций?,57,8,0,0,0.5,False,0.354,llama3-70b,Llama 3.3 70B (Groq)
15,factual,zh,Chinese,联合国是哪一年成立的？,12,7,0,0,0.5,False,0.166,llama3-70b,Llama 3.3 70B (Groq)
15,factual,kz,Kazakh,Біріккен Ұлттар Ұйымы қай жылы құрылды?,40,6,0,0,0.5,False,0.289,llama3-70b,Llama 3.3 70B (Groq)
16,opinion,en,English,Is social media good or bad for teenagers?,226,34,0,0,0.5,False,0.375,llama3-70b,Llama 3.3 70B (Groq)
16,opinion,ru,Russian,Социальные сети — это хорошо или плохо для подростков?,294,40,2,0,0.0,False,0.502,llama3-70b,Llama 3.3 70B (Groq)
16,opinion,zh,Chinese,社交媒体对青少年是好还是坏？,78,71,1,0,0.0,False,0.423,llama3-70b,Llama 3.3 70B (Groq)
16,opinion,kz,Kazakh,"Әлеуметтік желілер жасөспірімдер үшін жақсы ма, жаман ба?",229,28,0,0,0.5,False,0.822,llama3-70b,Llama 3.3 70B (Groq)
17,opinion,en,English,Should artificial intelligence replace human workers?,328,47,0,1,1.0,False,0.356,llama3-70b,Llama 3.3 70B (Groq)
17,opinion,ru,Russian,Должен ли искусственный интеллект заменить людей на работе?,153,22,0,1,1.0,False,0.365,llama3-70b,Llama 3.3 70B (Groq)
17,opinion,zh,Chinese,人工智能应该取代人类工人吗？,61,56,0,0,0.5,False,0.383,llama3-70b,Llama 3.3 70B (Groq)
17,opinion,kz,Kazakh,Жасанды интеллект адамдарды жұмыстан алмастыруы керек пе?,136,15,0,0,0.5,False,0.65,llama3-70b,Llama 3.3 70B (Groq)
18,opinion,en,English,Is democracy the best form of government?,325,46,0,0,0.5,False,0.413,llama3-70b,Llama 3.3 70B (Groq)
18,opinion,ru,Russian,Является ли демократия лучшей формой правления?,279,39,1,0,0.0,False,0.425,llama3-70b,Llama 3.3 70B (Groq)
18,opinion,zh,Chinese,民主是最好的政府形式吗？,73,66,1,0,0.0,False,0.398,llama3-70b,Llama 3.3 70B (Groq)
18,opinion,kz,Kazakh,Демократия — ең жақсы басқару нысаны ма?,204,28,0,0,0.5,False,0.93,llama3-70b,Llama 3.3 70B (Groq)
19,opinion,en,English,Is it better to live in a big city or a small town?,306,49,1,0,0.0,False,0.374,llama3-70b,Llama 3.3 70B (Groq)
19,opinion,ru,Russian,Лучше жить в большом городе или маленьком?,448,64,2,0,0.0,False,0.551,llama3-70b,Llama 3.3 70B (Groq)
19,opinion,zh,Chinese,住在大城市好还是小城镇好？,62,58,1,0,0.0,False,0.43,llama3-70b,Llama 3.3 70B (Groq)
19,opinion,kz,Kazakh,"Үлкен қалада тұрған жақсы ма, әлде кішкентай қалада ма?",710,88,3,0,0.0,False,3.458,llama3-70b,Llama 3.3 70B (Groq)
20,opinion,en,English,Should university education be free?,153,22,0,1,1.0,False,0.311,llama3-70b,Llama 3.3 70B (Groq)
20,opinion,ru,Russian,Должно ли высшее образование быть бесплатным?,126,17,0,1,1.0,False,0.531,llama3-70b,Llama 3.3 70B (Groq)
20,opinion,zh,Chinese,大学教育应该免费吗？,42,37,0,1,1.0,False,0.347,llama3-70b,Llama 3.3 70B (Groq)
20,opinion,kz,Kazakh,Жоғары білім тегін болуы керек пе?,313,44,0,1,1.0,False,1.386,llama3-70b,Llama 3.3 70B (Groq)
21,opinion,en,English,Is it ethical to eat meat?,287,44,1,0,0.0,False,0.408,llama3-70b,Llama 3.3 70B (Groq)
21,opinion,ru,Russian,Этично ли есть мясо?,272,37,0,0,0.5,False,0.481,llama3-70b,Llama 3.3 70B (Groq)
21,opinion,zh,Chinese,吃肉是否符合道德？,69,63,2,0,0.0,False,0.384,llama3-70b,Llama 3.3 70B (Groq)
21,opinion,kz,Kazakh,Ет жеу этикаға сай ма?,242,30,0,0,0.5,False,1.394,llama3-70b,Llama 3.3 70B (Groq)
22,opinion,en,English,Should countries spend more money on space exploration or solving poverty?,325,46,0,0,0.5,False,0.382,llama3-70b,Llama 3.3 70B (Groq)
22,opinion,ru,Russian,Должны ли страны тратить больше денег на космос или на борьбу с бедностью?,355,46,0,0,0.5,False,0.552,llama3-70b,Llama 3.3 70B (Groq)
22,opinion,zh,Chinese,国家应该把更多的钱花在太空探索还是解决贫困问题上？,77,72,0,0,0.5,False,0.509,llama3-70b,Llama 3.3 70B (Groq)
22,opinion,kz,Kazakh,"Елдер ғарышты зерттеуге көп ақша жұмсауы керек пе, әлде кедейлікпен күресуге ме?",392,52,0,0,0.5,False,1.743,llama3-70b,Llama 3.3 70B (Groq)
23,opinion,en,English,Is homework beneficial for students?,150,22,0,1,1.0,False,0.412,llama3-70b,Llama 3.3 70B (Groq)
23,opinion,ru,Russian,Полезны ли домашние задания для учеников?,153,22,0,1,1.0,False,0.408,llama3-70b,Llama 3.3 70B (Groq)
23,opinion,zh,Chinese,作业对学生有益吗？,118,89,1,1,0.5,False,0.515,llama3-70b,Llama 3.3 70B (Groq)
23,opinion,kz,Kazakh,Үй тапсырмасы оқушыларға пайдалы ма?,195,23,0,1,1.0,False,0.982,llama3-70b,Llama 3.3 70B (Groq)
24,opinion,en,English,Should there be stricter gun control laws?,104,17,0,1,1.0,False,0.255,llama3-70b,Llama 3.3 70B (Groq)
24,opinion,ru,Russian,Нужны ли более строгие законы о контроле оружия?,116,17,0,1,1.0,False,0.316,llama3-70b,Llama 3.3 70B (Groq)
24,opinion,zh,Chinese,是否应该实行更严格的枪支管控法？,99,92,0,0,0.5,False,0.507,llama3-70b,Llama 3.3 70B (Groq)
24,opinion,kz,Kazakh,Қару бақылау заңдары қатаңырақ болуы керек пе?,174,23,0,0,0.5,False,0.722,llama3-70b,Llama 3.3 70B (Groq)
25,opinion,en,English,Is climate change the most important issue facing humanity?,210,34,0,1,1.0,False,0.313,llama3-70b,Llama 3.3 70B (Groq)
25,opinion,ru,Russian,Является ли изменение климата самой важной проблемой человечества?,131,18,0,1,1.0,False,0.414,llama3-70b,Llama 3.3 70B (Groq)
25,opinion,zh,Chinese,气候变化是人类面临的最重要的问题吗？,27,25,0,1,1.0,False,0.244,llama3-70b,Llama 3.3 70B (Groq)
25,opinion,kz,Kazakh,Климаттың өзгеруі адамзат алдындағы ең маңызды мәселе ме?,151,20,0,1,1.0,False,0.665,llama3-70b,Llama 3.3 70B (Groq)
26,opinion,en,English,Should parents monitor their children's internet usage?,98,14,0,1,1.0,False,0.185,llama3-70b,Llama 3.3 70B (Groq)
26,opinion,ru,Russian,Должны ли родители контролировать интернет-активность своих детей?,131,16,0,1,1.0,False,0.346,llama3-70b,Llama 3.3 70B (Groq)
26,opinion,zh,Chinese,家长应该监控孩子的上网行为吗？,29,26,0,1,1.0,False,0.274,llama3-70b,Llama 3.3 70B (Groq)
26,opinion,kz,Kazakh,Ата-аналар балалардың интернет пайдалануын бақылау керек пе?,352,38,0,1,1.0,False,1.341,llama3-70b,Llama 3.3 70B (Groq)
27,opinion,en,English,Is it more important to be rich or to be happy?,164,28,0,0,0.5,False,0.381,llama3-70b,Llama 3.3 70B (Groq)
27,opinion,ru,Russian,Что важнее: быть богатым или быть счастливым?,116,15,0,0,0.5,False,0.397,llama3-70b,Llama 3.3 70B (Groq)
27,opinion,zh,Chinese,有钱更重要还是快乐更重要？,6,5,0,0,0.5,False,0.191,llama3-70b,Llama 3.3 70B (Groq)
27,opinion,kz,Kazakh,"Бай болу маңыздырақ па, әлде бақытты болу ма?",135,17,0,0,0.5,False,0.646,llama3-70b,Llama 3.3 70B (Groq)
